basin,country,basin_name,distance_mean,distance_max,distance_min,taxon_resolution,sample_units,number_sites,year,ts_length,taxa,total_taxa,urban_mean,crop_mean,forest_mean,eqr,temperature_trend,lat_center,lon_center,taxonomic_bray,biological_bray,ecological_bray,taxonomic_chiSq
UK10,uk,Witham,29.45437255,56.43540193,1.895146211,mixed,ind/sample,7,2014,9,60,79,0.02068896,0.89401871,0.001260347,NA,0.023033171,53.056338,-0.44840176,0.780016561,0.428379582,0.252069377,0.838663999
UK10,uk,Witham,29.45437255,56.43540193,1.895146211,mixed,ind/sample,7,2015,9,56,79,0.02068896,0.89401871,0.001260347,NA,0.023033171,53.056338,-0.44840176,0.796070461,0.450177842,0.266946577,0.849284379
UK10,uk,Witham,29.45437255,56.43540193,1.895146211,mixed,ind/sample,7,2016,9,50,79,0.02068896,0.89401871,0.001260347,NA,0.023033171,53.056338,-0.44840176,0.821533241,0.417579066,0.274406667,0.863364322
UK10,uk,Witham,29.45437255,56.43540193,1.895146211,mixed,ind/sample,7,2017,9,51,79,0.02068896,0.89401871,0.001260347,NA,0.023033171,53.056338,-0.44840176,0.817694758,0.455855305,0.217223286,0.864134128
UK10,uk,Witham,29.45437255,56.43540193,1.895146211,mixed,ind/sample,7,2018,9,53,79,0.02068896,0.89401871,0.001260347,NA,0.023033171,53.056338,-0.44840176,0.82658273,0.430660824,0.260205968,0.84927052
UK10,uk,Witham,29.45437255,56.43540193,1.895146211,mixed,ind/sample,7,2019,9,63,79,0.02068896,0.89401871,0.001260347,NA,0.023033171,53.056338,-0.44840176,0.816339405,0.413161942,0.235159249,0.867210605
UK11,uk,Stour,14.01247604,32.53848223,0.761378166,mixed,ind/sample + hand sampling,9,2013,7,61,88,0.005902497,0.662051649,0.041493353,0.995893988,0.039397414,51.085114,-1.9887515,0.815233918,0.451051232,0.233855824,0.832875661
UK11,uk,Stour,14.01247604,32.53848223,0.761378166,mixed,ind/sample + hand sampling,9,2014,7,73,88,0.005902497,0.662128809,0.041747032,1.051381942,0.039397414,51.085114,-1.9887515,0.834048732,0.447060465,0.249250772,0.833367026
UK11,uk,Stour,14.01247604,32.53848223,0.761378166,mixed,ind/sample + hand sampling,9,2015,7,69,88,0.005902497,0.662128809,0.041747032,1.043215628,0.039397414,51.085114,-1.9887515,0.762693225,0.483467222,0.261938234,0.852806443
UK11,uk,Stour,14.01247604,32.53848223,0.761378166,mixed,ind/sample + hand sampling,9,2016,7,68,88,0.005902497,0.660471558,0.041747032,1.059847993,0.039397414,51.085114,-1.9887515,0.795502727,0.504895221,0.273040825,0.85196865
UK11,uk,Stour,14.01247604,32.53848223,0.761378166,mixed,ind/sample + hand sampling,9,2017,7,74,88,0.005902497,0.660069901,0.041747032,1.050430338,0.039397414,51.085114,-1.9887515,0.845800386,0.584255355,0.320071026,0.865462336
UK11,uk,Stour,14.01247604,32.53848223,0.761378166,mixed,ind/sample + hand sampling,9,2018,7,74,88,0.005902497,0.661325542,0.041747032,1.039032419,0.039397414,51.085114,-1.9887515,0.838250389,0.473564202,0.258312882,0.840650222
UK11,uk,Stour,14.01247604,32.53848223,0.761378166,mixed,ind/sample + hand sampling,9,2019,7,69,88,0.005902497,0.660945025,0.041747032,1.054422062,0.039397414,51.085114,-1.9887515,0.842563681,0.559601886,0.271205473,0.880625558
